제목,일자,본문,URL,언론사,통합 분류1
중국 제조업 경기 석달째 위축 국면 12월 PMI 예상치 하회,20231231,"중국의 제조업 경기가 3개월 연속 위축 국면을 벗어나지 못한 채 한 해를 마무리했다. 중국은 국내외 수요 부족 등으로 경기 전망이 불투명한 가운데 새해를 맞게 됐다.

중국 국가통계국은 12월 제조업 구매관리자지수(PMI)가 49.0으로 집계됐다고 31일 밝혔다. 이는 전달보다 0.4포인트 낮아진 것이며, 시장 예상치를 밑도는 것이다. 로이터통신과 블룸..",https://www.khan.co.kr/world/china/article/202312311545001,경향신문,국제>중국
"""복잡한 주담대 갈아타기, 내년부터 '대환대출 인프라'로 한 번에""",20231231,"대환대출 인프라 이용대상, 주담대-전세대출로 확대 
청년도약계좌 만기 시 청년도약계좌 일시납입 허용 
소상공인 지원하는 '저금리 대환' 프로그램 확대 개편 
""과도한 연체이자 부담 낮춘다"" 개인채무자보호법 시행 
 
 윤석열 대통령의 공약 중 하나인 '청년도약계좌'가 출시된 15일 오후 서울 시내 한 은행창구에 청년도약계좌 홍보물이 게시돼 있다. 202..",http://www.fnnews.com/news/202312311519593470,파이낸셜뉴스,경제>금융_재테크
"[BS현장] ‘스무살 365mc’ 뜨거운 2023년 비만‧지방흡입 한우물, ‘1000억 신화’",20231231,김남철 365mc 대표가 최근 그랜드 인터컨티넨탈 서울 파르나스 호텔에서 열린 개원 20주년 기념식에서 인삿말을 하고 있다. 사진=정희원 기자 “여러분 모두 잘 하고 있습니다. 365mc도 함께하는 직원들도 지금처럼 뚜벅뚜벅 걸어가면 밤하늘에도 반짝이는 찬란한 존재가 될 것이라 믿습니다. 스무 살 생일을 맞이하는 데 원동력이 돼준 여러분의 진심과 열정에..,http://www.sportsworldi.com/content/html/2023/12/31/20231231504507.html,스포츠월드,IT_과학>인터넷_SNS
"38세 호날두 ""나 살아 있어"" 54호골, 2023년 세계 최다득점",20231231,"크리스티아누 호날두(알나스르)가 올해 마지막 경기에서 득점포를 가동했다. 공식경기 54호 골로 2023년의 피날레를 장식했다. 
 
 알나스르는 31일(한국시간) 사우디아라비아 부라이다의 킹 압둘라 스포츠시티 스타디움에서 열린 알타아원과의 2023~24시즌 사우디아라비아 프로리그 19라운드 원정에서 4-1로 역전승을 거뒀다. 리그 2위 알나스르(승점 4..",https://www.joongang.co.kr/article/25218763,중앙일보,스포츠>농구_배구
"민주당 ""여 '민경우 사퇴', 인사 참사 한동훈 책임""",20231231,"더불어민주당이 '노인 비하' 등 발언 논란이 된 민경우 국민의힘 비상대책위원의 사퇴에 대해 한동훈 비대위의 '인사참사'라고 지적했습니다. 

강선우 대변인은 국민의힘을 겨냥해 ""사회적 지탄의 대상을 '말실수, '농담'이라 옹호하며 즉시 사과했으니 됐다는 뻔뻔함을 보인다""며 ""'습관성 망언병'에 걸렸다""고 비판했습니다. 

이어 한동훈 비대위원장을 향해 ..",http://www.obsnews.co.kr/news/articleView.html?idxno=1425945,OBS,정치>국회_정당
"김정은 ""통일 성사되지 않을 것 핵무기 확대""",20231231,"【앵커】 

북한이 남북을 적대적인 관계로 규정하며, 통일은 성사되지 않을 것이라고 밝혔습니다. 

핵무기 생산을 더욱 확대해 한반도 영토 평정을 위한 준비에 박차를 가한다는 방침입니다. 

김용재 기자입니다. 

【기자】 

김정은 북한 국무위원장은 남북 관계에 대해 ""전쟁 중에 있는 두 교전국 관계로 완전히 고착됐다""고 밝혔습니다. 

김 위원장은 ..",http://www.obsnews.co.kr/news/articleView.html?idxno=1425942,OBS,정치>북한
새벽까지 영동 많은 눈 새해 해돋이 관측 가능,20231231,"【 기상캐스터 】 

올해 마지막 날인 오늘, 눈, 비는 대부분 그쳤지만, 강원영동에서 이어지고 있습니다. 

내일 새벽까지 많은 눈이 올텐데요. 

강원산지에는 대설주의보가 내려진 가운데, 15cm이상 더 쌓일 수 있겠습니다. 

한편, 공기질은 대부분 좋아졌는데요. 

영남은 오늘 미세먼지 농도가 높을 수 있겠고요. 

인천과 경기남부, 충남도 밤에..",http://www.obsnews.co.kr/news/articleView.html?idxno=1425949,OBS,사회>날씨
"'민경우 사퇴' 국민의힘 ""'내로남불' 민주당과 달라""",20231231,"국민의힘은 노인 폄훼 등 발언으로 논란을 빚은 민경우 비상대책위원장의 자진사퇴를 두고 ""반성하고 책임지는 국민의힘은 '내로남불' 더불어민주당과 다르다""고 강조했습니다. 

전광재 국민의힘 대변인은 논평을 내고 민주당을 향해 ""특정 집단과 계층에 대한 숱한 비하 발언과 사회적 비난을 샀던 사안에 반성하기는커녕 꼬리 자르기에 급급했다""며 비판했습니다. 

..",http://www.obsnews.co.kr/news/articleView.html?idxno=1425939,OBS,정치>국회_정당
"'과천 영아 사체 유기' 친모, 무혐의 처분",20231231,"다운증후군을 앓던 아기가 숨지자 시신을 유기한 혐의로 수사 받아 온 50대 여성이 5개월여 만에 혐의를 벗은 것으로 확인됐습니다. 

경기남부경찰청은 2015년 9월 남자아기를 출산해 키우다 아기가 사망하자 시신을 유기한 혐의를 받는 50대 여성 A씨를 지난 10월 혐의 없음으로 검찰에 송치했습니다. 

사건을 건네받은 수원지검 안양지청 역시 법리 검토..",http://www.obsnews.co.kr/news/articleView.html?idxno=1425937,OBS,사회>사건_사고
오늘 밤 제야의 종 타종 보신각 광화문 10만 인파,20231231,"2023년 마지막 날인 오늘밤 11시부터 다음 날 오전 1시까지 종로구 보신각과 세종대로 일대에서 대규모 제야의 종ㆍ새해맞이 카운트다운 행사가 열립니다. 

보신각에서는 오세훈 서울시장과 시민대표 12명, 글로벌 인플루언서 6명 등 총 22명이 참여해 33번에 걸쳐 제야의 종을 울립니다. 

서울시는 10만 명의 인파가 운집할 것으로 예상되면서 시민 모..",http://www.obsnews.co.kr/news/articleView.html?idxno=1425943,OBS,미분류
"피임기구에 넣은 마약, 신체에 숨겨 밀반입 20대에 징역 12년",20231231,"부산지법 청사. 부산지법 부산고법 부산가정법원. 부산법원 종합청사. 부산일보DB



 태국에서 마약을 넣은 피임기구를 여성 운반책의 신체에 숨겨 김해공항으로 밀반입한 20대가 중형을 선고받았다. 
 
 31일 법조계에 따르면 부산지법 형사6부(부장판사 김태업)는 특정범죄가중처벌등에관한법률(향정) 위반, 마약류관리에관한법률(대마) 위반 등 혐의로 기소된..",https://www.busan.com/view/busan/view.php?code=2023123113541007034,부산일보,사회>사건_사고
한동훈 “계산하고 몸 사리지 않겠다” 국민비판 경청 다짐한 신년사,20231231,"한동훈 국민의힘 비상대책위원장은 31일 “미래는 온전히 우리에게 달려있다”며 “국민의힘은 결연한 의지를 가지고 미래를 위해 할 일을 하겠다”고 밝혔다.
한 위원장은 이날 신년사에서 “여러분 모두에게 지난해보다 나은 올해가 되도록, 나와 우리 국민의힘이 한발 앞서 부지런히 준비하고 실천하겠다”며 이같이 말했다.
그는 “국민의힘부터 변화하겠다. 무기력 속에..",http://www.mk.co.kr/article/10910434,매일경제,정치>국회_정당
美CNN “한국군에 새로운 적이 생겼다” 북한 위협 말고 수면 위로 떠오른 ‘이것’,20231231,"미국의 유력언론인 CNN이 우리사회의 낮은 출산율을 언급하면서 병력 충원 문제가 수면 위로 떠오르고 있다는 분석 기사를 내놔 주목을 받고 있다.
29일(현지시간) CNN은 ‘한국군은 새로운 적이 생겼다’라는 제목의 기사를 통해 한국의 출산율 문제가 국방력에 미치는 악영향을 꼬집었다.
우리나라는 현재 약 50만명의 현역 병력을 유지하고 있다. 현재의 병력..",http://www.mk.co.kr/article/10910436,매일경제,사회>여성
[이번 주 세계 교회 역사] ‘시스터 맥퍼슨’이 말하는 하나님이 원하시는 그것,20231231,2024년 새해가 밝았습니다. 올해도 매주 세계 교회 역사 속 인물과 사건 등을 통해 우리 신앙이 견지해야 할 교훈을 얻고자 합니다. 1월 첫 주에도 교회사 속엔 저명한 인물들의 출생과 별세가 등장하고 획기적 전환점을 마련했던 개인들의 일화가 있습니다. 특히 미국 오순절 교단의 대표적 여성 지도자인 에이미 셈플 맥퍼슨 목사의 열정이 돋보입니다. 맥퍼슨 ..,https://news.kmib.co.kr/article/view.asp?arcid=0019021183&code=61221111&cp=kd,국민일보,문화>종교
‘아버지 장례비 필요’ 채팅앱으로 2억 뜯어낸 여성 실형,20231231,"아직 멀쩡한 아버지의 장례 비용 등 명목으로 50대 남성에게 2억여원을 뜯어낸 30대 여성이 실형을 선고받았다.
31일 수원지법 형사13단독 김재학 판사는 사기 등 혐의로 기소된 30대 A씨에게 징역 2년을 선고했다.
A씨는 지난해 8월부터 올해 2월까지 스마트폰 채팅 애플리케이션을 통해 알게 된 50대 피해자 B씨로부터 277회에 걸쳐 2억 4800여..",http://www.seoul.co.kr/news/newsView.php?id=20231231500056,서울신문,사회>사건_사고
"[자막뉴스] 김정은 ""남북은 동족 아냐""...2024년에도 예상되는 北 무력도발",20231231,"북한은 올 한해 정찰위성을 발사하고, 화성-18형 대륙간탄도미사일을 쏘면서 도발 수위를 끌어올렸습니다.

이에 맞서 한미는 미 전략자산을 수시로 한반도에 전개하고, 적 지도부 제거작전을 선보였습니다.

새해에도 이런 강 대 강 대치는 계속될 전망입니다.

내년 8월 처음으로 실시하는 북핵 대응 연합연습 등에 맞서 북한도 공세적 대응을 강조한 상황입니다...",https://www.ytn.co.kr/_ln/0134_202312311537029824,YTN,정치>북한
"검찰, 2024년에도 전방위 야권 수사 이어갈 듯  총선 결과에 따라 ‘살아있는 권력’도 수사 가능성",20231231,"2023년에 이어 2024년에도 야권과 전 정부를 겨냥한 검찰 수사가 이어질 것으로 보인다. 윤석열 정부 중간평가격인 내년 4월 총선이 검찰 수사의 변수가 될 수 있다는 관측도 나온다.

2023년은 야당과 전 정권 인사를 상대로 전방위 수사가 이어진 한 해였다. 서울중앙지검은 지난 3월 대장동 위례신도시 개발 비리 의혹, 성남FC 불법 후원금 의혹과 ..",https://www.khan.co.kr/national/court-law/article/202312311543001,경향신문,사회>사건_사고
대대적 혁신 예고한 韓..새해부터 전국 돌며 외연확장 시도,20231231,"-당직 파격 인선에 공관위 인선 향배도 주목 
-""쌍방향 소통 강화' 통한 아래로부터의 혁신 주목 
-호남 등 전국 돌며 당심, 민심 청취..통합 행보 주력할 듯 
 
 한동훈 국민의힘 비상대책위원장이 29일 오후 서울 여의도 국회에서 열린 비상대책위원 임명장 수여식 및 제1차 비상대책위원회의에서 모두발언을 하고 있다. 2023.12.29/뉴스1 ⓒ N..",http://www.fnnews.com/news/202312311512099907,파이낸셜뉴스,정치>국회_정당
3개월째 '경기 위축' 빨간불 켠 중국 내년에 부양책 쏟아 낼까,20231231,"[머니투데이 김하늬 기자] 중국 12월 제조업 PMI 49 3개월째 감소세

 중국의 공식 제조업 구매관리자지수(PMI)가 3개월째 기준선인 50 아래에서 계속 떨어지고 있다. 경기 하강 국면이 지속될 경우 내년 초 중국 정부가 빠르게 부양책을 내놓을 수도 있다는 전망이 나온다.

31일 중국 국가통계국은 12월 제조업 PMI가 49.0을 기록했다고 발..",http://news.moneytoday.co.kr/view/mtview.php?no=2023123115292168793&type=2,머니투데이,국제>중국
"이찬원, ‘전국노래자랑’ 출연...10년 만에 ‘진또배기’ 다시 불렀다",20231231,"KBS1 ‘전국노래자랑’. 사진|KBS
 

[스포츠서울 | 김현덕기자] 가수 이찬원이 KBS1 ‘전국노래자랑’에서 10년 만에 ‘진또배기’를 불렀다. 
 

이찬원은 31일 오후 방송된 ‘전국노래자랑’에 등장해 ‘2023 연말결선 특집’ 대미를 장식했다. 
 

이날 등장한 이찬원은 이미 지난 2013년 ‘전국노래자랑’에 등장해 ‘진또배기’를 불러 호..",https://www.sportsseoul.com/news/read/1385370,스포츠서울,문화>방송_연예
"野, ""한동훈 비대위, 출발부터 막말 늪 허우적...검증 실패 대명사""",20231231,"국민의힘 한동훈 비상대책위원장이 발언하고 있는 모습. 사진=연합뉴스 더불어민주당이 여당인 국민의힘 한동훈 비대위를 겨냥, ""막말의 늪에 빠져 출발부터 허우적댄다""고 비판했다. 
 
강선우 대변인은 31일 국회 소통관에서 브리핑을 열고 ""'노인 비하', '여성 비하', '식민 사관 옹호', '이태원 유가족 비하', '폭력성 욕설' 까지 세대, 성별, 사회..",https://www.daejonilbo.com/news/articleView.html?idxno=2105394,대전일보,정치>청와대
"[2023 서울콘] 전 세계 주요 인플루언서, 네트워킹 파티서 활발한 정보 교류",20231231,"지난 30일부터 신년 1일까지 서울 동대문 디자인 플라자(DDP)에서 개최되는 '서울콘(SEOULCon)'에는 전 세계 58여 국의 유명 인플루언서 3100여 팀이 참가해, 콘텐츠, 뷰티, 패션, 콘텐츠 등 다양한 분야에 대한 정보 교류와 네트워킹이 이뤄지고 있다. 이들 글로벌 인플루언서를 통해 한국과 수도 서울의 매력과 가치를 전 세계에 알리고, 서울..",https://www.donga.com/news/It/article/all/20231231/122842870/1,동아일보,IT_과학>콘텐츠
"뉴진스, 일본 레코드 대상서 2관왕 우수작품상 특별상",20231231,"하이브는 걸그룹 뉴진스가 일본 유명 대중음악 시상식인 '제65회 빛난다! 일본 레코드 대상'에서 히트곡 '디토'(Ditto)로 우수작품상과 특별상을 받아 2관왕에 올랐다고 31일 밝혔다. 
 
'일본 레코드 대상'은 일본작곡가협회 주최로 1959년 시작한 시상식이다. 대중에게 큰 인기를 얻고 예술성, 독창성, 기획성이 뛰어난 곡에 우수작품상을 준다. 우..",https://view.asiae.co.kr/article/2023123115404405846,아시아경제,문화>전시_공연
"현대엔지니어링 현대건설, 평촌 공작부영아파트 리모델링 수주",20231231,"현대엔지니어링과 현대건설이 총 6463억 원 규모의 '안양 평촌 공작부영아파트 리모델링 사업'을 수주했다고 31일 밝혔다. 
 
현대엔지니어링은 현대건설과 컨소시엄을 구성해 지난 30일 개최된 안양 평촌 공작부영 리모델링 시공사 선정 총회에서 최종 시공사로 선정됐다. 현대엔지니어링 지분이 약 3555억 원(55%), 현대건설 지분은 2908억 원(45%..",https://view.asiae.co.kr/article/2023123115402702822,아시아경제,지역>충북
"‘3점→14점’ 감리업체 벌점 높인 서울교통공사, 법원 “취소해야”",20231231,"서울교통공사가 부실시공 등을 이유로 감리업체에 애초 부과했던 벌점 3점을 나중에 14점으로 높인 것은 ‘신뢰보호 원칙’에 어긋나 취소해야 한다고 법원이 판단했다. 
 
서울행정법원 행정3부(재판장 최수진)는 건설 시공 감리업체 A사 등 2곳이 서울교통공사를 상대로 벌점 부과 처분을 취소하라며 낸 소송에서 최근 원고 승소 판결했다고 31일 밝혔다. 
 
..",https://www.chosun.com/national/court_law/2023/12/31/M7VVPIJSBFGU3BH2UXDQAUXMJM/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,조선일보,지역>강원
"'미쉐린 암행어사' 120년 여행 노하우 푼다, 日 최고 호텔 어디?",20231231,"최근 미쉐린이 레스토랑에 이어 호텔도 평가한다고 발표했습니다. 미쉐린이 엄선한 훌륭한 호텔에는 키(key)를 부여한다고 해요. 이제 미쉐린 암행어사들이 뜬다고 하니 업계에서도 긴장하겠죠? 
 
 지난달 14일 일본 도쿄에서 미쉐린 호텔 키를 소개하는 글로벌 기자 간담회가 열렸는데요. 미쉐린이 새로운 호텔 평가 제도를 왜 만들었는지, 어떤 기준을 갖고 평..",https://www.joongang.co.kr/article/25218762,중앙일보,문화>요리_여행
한동훈 신년사 “몸 사리지 않겠다 비판 경청하고 즉시 반응할 것”,20231231,"국민의힘 한동훈 비상대책위원장은 31일 신년사에서 “국민의힘은 결연한 의지를 가지고 미래를 위해 할 일을 하겠다”고 밝혔다. 
 
한 위원장은 이날 국민의힘을 통해 낸 입장문에서 “여러분 모두에게 지난해보다 나은 올해가 되도록, 저와 우리 국민의힘이 한발 앞서 부지런히 준비하고 실천하겠다. 미래는 온전히 우리에게 달려있다”며 이같이 다짐했다. 
 
한 ..",https://www.donga.com/news/Politics/article/all/20231231/122842862/2,동아일보,정치>국회_정당
"40대女 성폭행한 중학생, 그 부모의 뻔뻔함 “징역 5년형 너무 세다”",20231231,"엄마뻘 여성을 납치해 가학적인 방법으로 성폭행한 중학생이 구치소에서 피해자에게 보낸 편지 내용이 공개됐다.
31일 JTBC에 따르면 A군(15 남)은 지난달 23일 대전교도소 수감 당시 피해자 B씨(40대 여)에게 자필 편지를 보냈다.
A군은 “아픔을 사람들한테 말해 위로 받기도 힘드시고 안 좋은 기억을 갖게 해 드려 정말 죄송합니다”라며 “안 좋은 기..",http://www.mk.co.kr/article/10910433,매일경제,사회>사건_사고
"“올해 1087% 뛴 이 종목, 난 왜 몰랐지?” 8번 상한가 친 종목도",20231231,"국내 주식시장 2023년 결산 
11배 뛴 포스코DX가 상승률 선두에 
조명업체 소룩스도 427원→4015원

2023년 한 해 동안 국내 주식시장에서 가장 높은 상승률을 보인 종목은 포스코DX인 것으로 확인됐다. 반대로 가장 크게 하락률을 보인 종목은 디에스앤엘이었다.
31일 한국거래소에 따르면 1월 2일 6250원으로 시작한 포스코DX의 주가는 12..",http://www.mk.co.kr/article/10910432,매일경제,경제>증권_증시
"이찬원, '전국노래자랑'서 감동의 '진또배기' 떼창 무대 ""학창시절 모두 담겼다""",20231231,"[스포츠한국 신영선 기자] 

가수 이찬원이 '전국노래자랑'에서 특별한 무대를 선보였다. 

31일 방송된 ‘전국노래자랑’은 ‘2023 연말결선 특집’으로 진행됐다. 이찬원은 ‘전국노래자랑’에서 10년 만에 ‘진또배기’를 다시 불렀다. 

이찬원은 2013년 ‘전국노래자랑’ 출연 당시 불렀던 ‘진또배기’ 무대를 선보이며 관객들의 떼창을 유..",https://sports.hankooki.com/news/articleView.html?idxno=6849827,스포츠한국,문화>방송_연예
"PERI, '방대한' 정부 통계자료 한 눈에 보는 AI플랫폼 내놔..새해부터 검색 가능",20231231,"-안종범 전 경제수석 주도 정책평가연구원 1년이상 준비 
-방대하고 다양한 정부통계자료, 국회보고서, 국감자료 등 한 번 검색 가능 플랫폼 새해부터 공개 
-입법부, 행정부 유경험 전문가 주도 1년이상 준비..1-2월 무료 운영 
-일부 메뉴는 3월부터 유료 회원제 전환 예정 
 
[파이낸셜뉴스] 안종범 전 청와대 경제수석이 주도해 지난 2022년 발족..",http://www.fnnews.com/news/202312311507168598,파이낸셜뉴스,IT_과학>보안
"김정은 '통일 불가' 발언에 민주당 ""위험한 발상 강력 규탄""",20231231,"31일 더불어민주당은 통일은 성사될 수 없단 김정은 북한 국무위원장의 발언을 강하게 규탄했다. 
 
강선우 대변인은 이날 국회 브리핑을 통해 ""김 위원장의 위험한 발상을 강력히 규탄한다""며 ""김 위원장의 이 같은 발언은 평화를 지향하고 통일의 당사자인 남북 관계를 적대적인 관계로 규정한 매우 위험한 발상""이라고 꼬집했다. 
 
강 대변인은 ""한반도를 전..",https://www.hankyung.com/article/2023123131997,한국경제,정치>북한
‘40대 납치 성폭행’ 중학생 “나와서도 그러면 사람 아니다” 편지,20231231,"40대 여성을 납치해 성폭행한 중학생이 구치소에서 피해자에게 보낸 편지에서 “나와서도 그러면 사람이 아니다”라고 밝힌 것으로 전해졌다. 1심 판결을 받은 이 학생은 최근 형량이 높다며 항소했다.
JTBC는 지난 29일 강도강간과 강도상해 등의 혐의로 기소돼 최근 1심 판결을 받은 A(15)군이 피해자에게 보낸 자필 편지 내용 일부를 공개했다. 이 편지는..",http://www.seoul.co.kr/news/newsView.php?id=20231231500055,서울신문,사회>사건_사고
"주담대 전세대출도 대환 가능 금융위, 새해 달라지는 제도 소개",20231231,"2024년부터는 금융 편의성이 제고되고 소비자 보호가 한층 강화될 예정이다. 
 
 금융위원회는 31일 '2024년 새해부터 달라지는 금융제도'를 공개했다. 
 
 먼저, 대환대출 인프라 이용대상 범위가 기존 신용대출에서 주택담보대출, 전세대출까지 확대된다. 
 
 총부채원리금상환비율(DSR) 정교화도 이뤄지는데, 전 금융권의 변동 혼합 주기형 대출상품..",https://www.imaeil.com/page/view/2023123115330408305,매일신문,경제>금융_재테크
"이상민 ""민주당 폐기해야 개딸당 변질된 지 오래"" '명낙회동' 결렬에 일침",20231231,"더불어민주당을 탈당한 이상민 무소속 의원은 지난 30일 이재명 대표와 이낙연 전 대표의 회동이 별 성과 없이 끝난 것에 대해 ""부질 없는 짓""이라며 쓴소리를 했다. 
 
 이 의원은 이날 자신의 페이스북에 ""더불어민주당은 이미 이재명사당 개딸당으로 변질된 지 오래이고 부패비리에 윤리불감증, 무기력증 등으로 만신창이가 되어 있어 더 이상 고쳐 쓸 수 없는..",https://www.imaeil.com/page/view/2023123115313983427,매일신문,정치>국회_정당
고령층 40% 동절기 코로나19 백신 접종 참여 3월 31일까지 전국민 무료 접종,20231231,"국내 65세 이상 고령층 10명 중 4명이 이번 동절기 코로나19 백신 접종에 참여한 것으로 전해졌다. 

질병관리청에 따르면 지난 10월 동절기 코로나19 백신 접종을 시작한 이후 지난 29일까지 65세 이상 누적 접종자는 393만5140명, 접종률은 40.3%다. 

지난해 같은 기간 접종률인 31.2%에 비하면 30%가량 높은 숫자다. 

다만 접..",www.kado.net/news/articleView.html?idxno=1221619,강원도민일보,사회>의료_건강
[fn마켓워치] '혼란한 채권시장 속' 새해 우량채 봇물 목표치 4조원 육박,20231231,"[파이낸셜뉴스] 국내외 기준금리 인하 기대감, 건설업계 프로젝트 파이낸싱(PF) 우발채무 등 호재와 악재가 혼재된 채권시장에서 공모 회사채 발행시장은 조달비용을 한 푼이라도 아끼려는 기업들로 분주하다. 
 
1월 수요예측 명단에 몰린 기업들의 회사채 목표치는 4조원에 육박한다. 유동성이 넘쳐 수요예측 흥행 릴레이 현상이 나타나면 실제 발행액은 대폭 늘어..",http://www.fnnews.com/news/202312271325354939,파이낸셜뉴스,경제>산업_기업
"BTS 군입대에도 굳건...하이브, 조용한 랠리",20231231,"[파이낸셜뉴스] 아티스트의 경쟁력과 수익으로 주가 모멘텀을 갖는 엔터테인먼트 업종의 특성상 하이브는 2023년 한해 방탄소년단(BTS)의 군복무 이슈에서 자유로울 수 없었다. 
 
다만, 하이브의 주가는 ""우려와 달리 선방했다""는 평가를 받는다. BTS 멤버들의 솔로 활동과 레이블 체제가 성공하면서 기관 투자자들은 연말 순매수로 돌아섰다. 
 
12월 ..",http://www.fnnews.com/news/202312310026377190,파이낸셜뉴스,경제>증권_증시
머스크 “쪼개진 한반도 70년후” 위성사진 공개 北 암흑 南 불야성,20231231,"일론 머스크 테슬라 CEO(최고경영자)가 2023년의 마지막날인 31일(현지시간) 소셜미디어 X(옛 트위터)에 세계 유일의 분단 국가인 남한과 북한의 위성사진을 공유했다.
머스크는 이날 ‘밤과 낮의 차이(Night and day difference)’라는 글과 함께, 한반도의 야간 위성사진을 게시했다.
조명 없이 칠흑같은 어둠에 파묻힌 북한과 눈부신 불..",http://www.seoul.co.kr/news/newsView.php?id=20231231500054,서울신문,국제>국제일반
엄마 낮잠 자는 사이 대구 아파트 16층서 5세 아이 추락 사망,20231231,"[이투데이] 한은수 (online@etoday.co.kr)



대구의 한 아파트에서 5세 남자아이가 추락해 숨지는 사고가 발생했다.

대구 달성경찰서 등에 따르면 30일 오후 6시 7분경 대구 달성군 한 아파트 16층 베란다에서 5세 남자아이가 추락해 사망했다.

경찰은 아이가 베란다 난간 아래 놓여있던 40㎝ 높이의 목조 테이블을 밟고 올라갔다가 사..",https://www.etoday.co.kr/news/view/2316815,이투데이,지역>대구
“경찰 마약 실적 압박 속 발생” CNN 시선...故 이선균 사망으로 본 불안한 韓연예계,20231231,"CNN이 故(고) 이선균의 사망에 집중 조명했다. 외신은 국내 마약 사건을 다루는 방식과 현 상황에 대해 꼬집었다.
CNN은 지난 29일(현지시간) 고 이선균의 사망에 대해 “‘기생충’ 스타의 사망으로 다시 한번 한국 연예인들이 받는 강한 압박에 대해 초점이 쏠린다”는 제목의 기사를 게재했다.
이어 “고 이선균의 갑작스러운 사망은 세계에서 자살률이 가장..",http://www.mk.co.kr/article/10910431,매일경제,사회>사건_사고
"LG디스플레이, 6개 분기 만에 흑자전환 기대감",20231231,[이데일리 김응열 기자] 지난해 2분기부터 적자를 이어온 LG디스플레이(034220)가 작년 4분기에는 흑자전환이 가능할 전망이다. LG디스플레이의 주요 고객인 애플에 아이폰용 패널을 4분기 들어 본격 공급하는 데 따른 효과다. 업계 안팎에선 내년 1분기에 다시 적자를 볼 것으로 예상하고 있지만 IT용 유기발광다이오드(OLED) 시장의 개화 기대감이 커..,http://www.edaily.co.kr/news/newspath.asp?newsid=01502246635844096,이데일리,경제>반도체
"'미친 시장' 류현진의 예상 몸값은 얼마인가  1.1이닝 투구 207억, ERA 6.65 168억, 토미존 285억?",20231231,"몬타스, 관절경 수술 올해 1.1이닝 등판 1년 1600만 
지올리토, 최근 2년 부진, 올해 AL 최다 41피홈런 2년 3850만 
말리, 토미존 빨라야 내년 여름 등판 2년 2200만 
루이스 세베리노, 4승 8패 ERA 6.65 1년 1300만 
선발 투수 품귀... 리스크 떠안고 모두 1000만불 이상 투자 
류현진도 연평균 1000만불 이상은 ..",http://www.fnnews.com/news/202312311506500122,파이낸셜뉴스,스포츠>야구
이사할 집 청소하러 아빠가 집 비운 사이 혼자 있던 5살 아들 화재로 숨져,20231231,"울산의 한 원룸 화재로 집에 혼자 있던 5살 아이가 숨진 사고는 이사할 집을 청소하러 아버지가 잠시 비운 사이에 발생한 것으로 조사됐다. 
 
 31일 울산 남부경찰서에 따르면 지난 30일 오후 5시 5분께 울산시 남구의 한 원룸 건물 2층에서 불이 났다. 
 
 불은 약 25분 만에 꺼졌지만, 5살 남아는 주방에서 건물과 가재도구 등의 잔해에 깔려 숨..",https://www.kwnews.co.kr/page/view/2023123115054442951,강원일보,지역>울산
"중국 12월 제조업 PMI 부진, 내년도 암울",20231231,"내년도 경기전망도 흐림 
 
 베이징의 한 증시 객장에서 한 투자자가 초조하게 핸드폰으로 수치를 검색하고 있다. EPA 연합뉴스 [파이낸셜뉴스] 【베이징=이석우 특파원】 중국의 12월 제조업 구매관리자지수(PMI)가 3개월 연속 떨어졌다. 
 
31일 중국 국가통계국에 따르면 12월 제조업 PMI는 전월보다 0.4%p 낮은 49.0로 나왔다. 이에 따라..",http://www.fnnews.com/news/202312311504408415,파이낸셜뉴스,국제>중국
"지금 중요한 건 '속도' ""신속 재판"" 입 모은 대법원장 헌재소장",20231231,"대법원장과 헌법재판소장이 약속이나 한 듯 신년사에서 ‘신속한 재판 진행’을 다짐했다. 재판 지연 문제가 갈수록 심각해지면서 헌법상 ‘국민이 재판받을 권리’마저 침해받고 있다는 지적이 나오자, 두 헌법기관장이 모두 ‘속도’를 최우선 가치로 내세운 것이다.
조희대 대법원장은 31일 낸 2024년 신년사에서 “신속하지 못한 재판으로 고통받는 국민은 없는지, ..",https://www.hankookilbo.com/News/Read/A2023123114430004072,한국일보,사회>사건_사고
"대만언론 “시진핑, 독립 성향 집권당 후보 당선시 행동 나설 것”",20231231,"[헤럴드경제=이민경 기자] 내년 1월 13일 치러지는 대만 총통 선거(대선)에서 독립 친미 성향 집권당 후보가 당선되면 중국이 보복에 나설 것이라는 분석이 나왔다. 
 
 연합보 등 대만 언론은 집권 민진당 라이칭더 총통 샤오메이친 부총통 후보, 제1야당 국민당 허우유이 총통 자오사오캉 부총통 후보, 제2야당 민중당 커원저 총통 우신잉 부총통 후보간에 ..",http://biz.heraldcorp.com/view.php?ud=20231231000084,헤럴드경제,정치>선거
